incident_id,customer_id,incident_created_by,order_external_id,order_item_id_list,final_issue_type,final_sub_issue_type,final_sub_sub_issue_type,ssi,status_name,incident_creation_time,incident_first_solved_time,incident_last_solved_time,assigned_to_queue_at,ipd_fpd,first_spd,first_status,last_spd,last_status,last_jeeves_bsd_flag,dep_team,incident_channel,current_queue_name,jn_flag,order_journey_node,ocr_classification,analytic_vertical_flag,vip_flag,large_grocery_nl_flag,inc_order_flag,contacts,Contact Flag,Current Date,Final Date,Days Delta,Days Flag,Final Flag,Problem Statement,Problem Group,Owner,Consider,Senti,Current_status,Last_Solved_By,Last_Solved_On,Status_Group,ExactStatus,Ageing_OR_Q2R
IN24052515575961757351,ACC14048733EE364EC1BF2D62077949B0A64,starkol.c202127268,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Waiting for Customer Updates,2024-05-25 15:57:59,,,2024-05-25 15:58:51,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 15:58:51,0,0,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.2257129,2024-05-26 15:12:40,Solved,Solved,23.244722222222222
IN24051617012680266062,ACC26E1B40DCC3B4EA885BCFCFC665FE3E4F,ieddn.t248652,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-16 17:01:26,2024-05-16 17:58:53,2024-05-16 17:58:53,2024-05-16 17:01:34,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-16 17:01:34,9,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.864609,2024-05-26 10:13:55,Open,ReOpenByL2,282.87197317305555
IN24050109372950346628,ACC6438F8DDB8394282820549A12A9213CBQ,cnxran.102324542,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-01 09:37:29,,,2024-05-01 09:37:34,,,,,,,cx,Outbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,3.0,3,2024-05-26 10:00:00,2024-05-01 09:37:34,25,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Customer Updates,fapl.960699,2024-05-28 11:09:30,Open,ReOpenByL2,650.2711398397222
IN24051814262276300669,ACCA474D1CDDD944AA591DEDE4DC2504D3FF,starkol.2024150029,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-18 14:26:22,,,2024-05-18 14:26:38,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-18 14:26:38,7,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.864609,2024-05-27 16:40:34,Open,ReOpenByL2,237.4564176175
IN24052507225844993794,ACCE50BE32A857E4CB7BDB1B9F6D51D78B9J,tp.5476551,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Waiting for Internal Updates,2024-05-25 07:22:58,2024-05-25 07:23:00,2024-05-25 07:23:00,2024-05-25 07:24:49,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 07:24:49,1,1,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Updated,fk-cs-user,2024-05-28 11:30:32,Open,ReOpen,76.48225095083333
IN24051211285778299855,ACC14149418102555117,tpm.716485,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-12 11:28:57,2024-05-12 11:29:00,2024-05-12 11:29:00,2024-05-12 11:31:37,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-12 11:31:37,13,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.2257115,2024-05-28 10:55:03,Open,ReOpenByL2,384.3689176175
IN24051922095136659442,ACC1C33569127164D348851921EBD8FF7A8I,techmk.2303214,OD431294554346212300,4.312945543462123e+17,Mobile Recharge & Bill Payments,Mobile Recharge & Bill Payment Queries,Mobile Recharge Escalation Issue,Mobile Recharge & Bill Payments->Mobile Recharge & Bill Payment Queries->Mobile Recharge Escalation Issue,Waiting for Internal Updates,2024-05-19 22:09:51,2024-05-19 22:10:05,2024-05-20 10:34:20,2024-05-19 22:09:52,,,,,,,cx,Outbound,Fintech_Queue,,,1CR,Others,Non VIP,,Incident,4.0,4,2024-05-26 10:00:00,2024-05-19 22:09:52,6,>5,5X5,Recharge Related Issues,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-27 21:00:45,Solved,Solved,190.84833333333333
IN24052514403684187079,ACC8B555446470A4C76B051AEE9C0A1094EV,tpm.718795,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Waiting for Customer Updates,2024-05-25 14:40:36,,,2024-05-25 14:40:54,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 14:40:54,0,0,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.2249138,2024-05-26 14:21:58,Solved,Solved,23.689444444444444
IN24052009074833463019,ACC2205172796F84EA0AA78AE35B8F7077B3,techmcflex22.2056144,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-20 09:07:48,,,2024-05-20 09:08:18,,,,,,,cx,Email,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,,0,2024-05-26 10:00:00,2024-05-20 09:08:18,6,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.960323,2024-05-27 09:42:40,Open,ReOpenByL2,194.76586206194443
IN24052118002099739582,ACC13606575451988948,techmk.2303564,,,Flipkart Plus,General Enquiry,Cibil Issues/Cibil not Updated,Flipkart Plus->General Enquiry->Cibil Issues/Cibil not Updated,Waiting for Internal Updates,2024-05-21 18:00:20,,,2024-05-21 18:00:50,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-21 18:00:50,4,4,3X4,Re-Con issues,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,self_serve,2024-05-26 10:49:35,Open,ReOpen,161.89030650638887
IN24052511505437432505,ACC28603976A68941B1899ECDFDB3867F28Q,techmchflex23.2248863,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Waiting for Internal Updates,2024-05-25 11:50:54,,,2024-05-25 11:51:46,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 11:51:46,0,0,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.943112,2024-05-25 12:33:50,Open,ReOpenByL2,72.04752872861111
IN24051521191548747255,ACCA5D564AB3C9B4CC6907B57DBEC78A4D25,starkol.2024147842,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Balance got deducted order isn't confirmed,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Balance got deducted order isn't confirmed,Waiting for Internal Updates,2024-05-15 21:19:15,2024-05-15 21:24:58,2024-05-15 21:25:39,2024-05-15 21:26:02,,,,,,,cx,Email,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,3.0,3,2024-05-26 10:00:00,2024-05-15 21:26:02,10,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fk_crm_matrix,2024-05-28 10:25:26,Open,ReOpen,302.4619731730556
IN24051611454084376648,ACC406A628F08F94666B48CA414C8F1D5A06,tpm.663393,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-16 11:45:40,,,2024-05-16 11:46:50,,,,,,,cx,Email,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,,0,2024-05-26 10:00:00,2024-05-16 11:46:50,9,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.2257115,2024-05-28 10:19:28,Open,ReOpenByL2,288.13475095083334
IN24052010333897982153,ACC7CA6884617EE4CE5AEAB6A78D833E7715,techmchflex22.2015723,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-20 10:33:38,,,2024-05-20 10:33:48,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-20 10:33:48,5,5,3X4,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.984547,2024-05-26 11:55:53,Open,ReOpenByL2,193.3353065063889
IN24052413383506933848,ACC72CC7EFD83A3464480B5AB92DD01C38FU,tp.5203213,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-24 13:38:35,,,2024-05-24 13:38:49,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-24 13:38:49,1,1,1X2,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.960326,2024-05-27 09:24:39,Open,ReOpenByL2,94.2528065063889
IN24052514281195188625,ACU9C6F63IOV42R1TVBF73F1ETT6820E,tp.5476312,,,Flipkart Pay Later,Flipkart Pay Later BBPS ,Issues related to Utility Bills,Flipkart Pay Later->Flipkart Pay Later BBPS ->Issues related to Utility Bills,Unresolved,2024-05-25 14:28:11,2024-05-25 14:28:14,2024-05-25 14:28:14,2024-05-25 14:33:58,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,,0,2024-05-26 10:00:00,2024-05-25 14:33:58,0,0,Others,Re-Con issues,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-26 13:22:34,Solved,Solved,22.81
IN24052519080091852092,ACC33EFE35EEFF7426D8470C8B03CBFF09ES,techmchflex22.2110051,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Updated,2024-05-25 19:08:00,,,2024-05-25 19:08:19,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 19:08:19,0,0,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.987502,2024-05-26 18:54:57,Solved,Solved,23.7825
IN24052211544876962596,ACC6E0CC7C3EA724EEFB872BB11BFA6CA30H,tpb.593946,,,Flipkart Pay Later,Billing Related,Flipkart Pay Later - Unable to pay the bill,Flipkart Pay Later->Billing Related->Flipkart Pay Later - Unable to pay the bill,Updated,2024-05-22 11:54:48,,,2024-05-22 12:26:46,,,,,,,cx,Outbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-22 12:26:46,3,3,1X2,Payback_Issues,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.942696,2024-05-26 09:37:33,Open,ReOpenByL2,143.98252872861113
IN24052513451210831133,ACCC44CBAEEED3B423B98D2FEEE91E3F786S,tpm.714991,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Updated,2024-05-25 13:45:12,,,2024-05-25 13:45:24,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 13:45:24,0,0,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.960323,2024-05-26 14:04:50,Solved,Solved,24.327222222222222
IN24052518594973938677,ACC0F37B1B9DF9646D8A44A9447A8326141M,tpm.707155,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Waiting for Internal Updates,2024-05-25 18:59:49,,,2024-05-25 19:00:14,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 19:00:14,0,0,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.930361,2024-05-26 14:42:32,Solved,Solved,19.711944444444445
IN24050716335566630137,ACC92BA922957694E568E7B3A88B58F891B7,techmkflex23.2215974,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-07 16:33:55,,,2024-05-07 16:34:26,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-07 16:34:26,18,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Customer Updates,fapl.918912,2024-05-28 09:28:23,Open,ReOpenByL2,499.33058428416666
IN24040411131794304381,ACC6D0AAD73249243DF97E32827D329DCF9U,starkluc.c2023112222,,,Flipkart Pay Later,Flipkart Pay Later BBPS ,Issues related to Utility Bills,Flipkart Pay Later->Flipkart Pay Later BBPS ->Issues related to Utility Bills,Waiting for Internal Updates,2024-04-04 11:13:17,2024-04-04 11:17:55,2024-04-04 11:17:55,2024-04-04 11:23:29,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,,0,2024-05-26 10:00:00,2024-04-04 11:23:29,51,>5,5X5,Re-Con issues,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.942380,2024-05-27 17:15:58,Open,ReOpenByL2,1296.5044731730557
IN24051208274705691377,ACC652DE59A1FD94B81B4B936DA1B6E2F42A,starkluc.c2023106619,OD331233765856221300,3.312337658562213e+17,Mobile Recharge & Bill Payments,Mobile Recharge & Bill Payment Queries,Mobile Recharge Escalation Issue,Mobile Recharge & Bill Payments->Mobile Recharge & Bill Payment Queries->Mobile Recharge Escalation Issue,Updated,2024-05-12 08:27:47,2024-05-12 08:27:54,2024-05-12 08:27:54,2024-05-12 08:27:49,,,,,,,cx,Inbound,Fintech_Queue,,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-12 08:27:49,14,>5,5X5,Recharge Related Issues,Fintech / Payments,Tibin,Yes,,Updated,fk-cs-user,2024-05-28 10:08:31,Open,ReOpen,387.4328065063889
IN24041614115980513676,ACC13548183951503299,ieddn.t242119,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-04-16 14:11:59,2024-04-16 14:13:19,2024-04-16 14:13:19,2024-04-25 12:36:11,,,,,,,cx,Outbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-04-25 12:36:11,30,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.918696,2024-05-27 14:47:38,Open,ReOpenByL2,791.2928065063888
IN24051115111779066612,ACC5186F7508D504BF1B942CD6F076A06A3,tpm.655564,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Waiting for Internal Updates,2024-05-11 15:11:17,2024-05-11 15:13:47,2024-05-11 16:04:08,2024-05-23 16:23:28,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,3.0,3,2024-05-26 10:00:00,2024-05-23 16:23:28,2,2,3X4,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.990403,2024-05-26 16:59:20,Solved,Solved,72.59777777777778
IN24051614554682303891,ACC14176786378217471,starkol.2024150736,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-16 14:55:46,2024-05-16 14:57:40,2024-05-16 14:57:40,2024-05-21 13:15:11,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-21 13:15:11,4,4,3X4,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.1032109,2024-05-27 15:08:25,Open,ReOpenByL2,166.64280650638887
IN24052210042570056042,ACC506AAD531AAD4A0C865F9679E4D9CB1E9,ieddn.t252383,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-22 10:04:25,,,2024-05-22 10:04:29,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-22 10:04:29,3,3,1X2,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Updated,fk-cs-user,2024-05-28 11:24:30,Open,ReOpen,145.82225095083334
IN24052515455030366605,ACC13715689305782483,techmkflex23.2245910,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Waiting for Customer Updates,2024-05-25 15:45:50,,,2024-05-25 15:47:11,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 15:47:11,0,0,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.1031978,2024-05-26 13:47:21,Solved,Solved,22.025277777777777
IN24052519505212558997,ACC8A3435C47F2B4954937FFB600DED92CBW,starkol.2024153440,OD331072917743606300,3.310729177436063e+17,Mobile Recharge & Bill Payments,Mobile Recharge & Bill Payment Queries,Mobile Recharge Escalation Issue,Mobile Recharge & Bill Payments->Mobile Recharge & Bill Payment Queries->Mobile Recharge Escalation Issue,Waiting for Internal Updates,2024-05-25 19:50:52,,,2024-05-25 19:50:54,,,,,,,cx,,Fintech_Queue,,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 19:50:54,0,0,1X2,Recharge Related Issues,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-27 23:30:05,Solved,Solved,51.65361111111111
IN24051210581187592244,ACC75CB61BE89A145F2947C744301F3BBD4A,techmk.2234616,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-12 10:58:11,2024-05-24 20:58:01,2024-05-24 20:58:01,2024-05-12 10:58:18,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,3.0,3,2024-05-26 10:00:00,2024-05-12 10:58:18,13,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,self_serve,2024-05-25 14:50:32,Open,ReOpen,384.9261398397222
IN24052111414564158007,ACCEBB51F7C85E54701981DC07DF5580322T,starkbho.80511381,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Balance got deducted order isn't confirmed,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Balance got deducted order isn't confirmed,Waiting for Internal Updates,2024-05-21 11:41:45,,,2024-05-21 11:42:21,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-21 11:42:21,4,4,3X4,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.1031981,2024-05-27 19:22:10,Open,ReOpenByL2,168.2000287286111
IN24052512164887013514,ACC5086966CC95446BFB50104C13964525FG,tpm.717513,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Waiting for Customer Updates,2024-05-25 12:16:48,,,2024-05-25 12:17:11,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 12:17:11,0,0,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.918912,2024-05-26 13:10:08,Solved,Solved,24.88888888888889
IN24051711095189237800,ACC14222014009572619,tph.740263,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-17 11:09:51,2024-05-17 11:10:03,2024-05-17 11:11:57,2024-05-17 23:11:48,,,,,,,cx,Email,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-17 23:11:48,8,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.990384,2024-05-25 13:48:14,Open,ReOpenByL2,252.69919539527777
IN24050415572799965026,ACCBCFC902FE117485F80064FBEBDFB1DF67,starkluc.c2023110066,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-04 15:57:27,2024-05-04 15:57:35,2024-05-04 19:43:52,2024-05-06 10:40:15,,,,,,,cx,Outbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-06 10:40:15,19,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.958224,2024-05-27 17:08:36,Open,ReOpenByL2,529.2250287286112
IN24052012582487622966,ACC8D865779D95E430FA240C84084A5F255,techmkflex23.2234877,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-20 12:58:24,,,2024-05-20 12:58:44,,,,,,,cx,Outbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-20 12:58:44,5,5,3X4,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.1031978,2024-05-26 14:29:57,Open,ReOpenByL2,190.9225287286111
IN24050416234632509132,ACC354CA7C41DA84FD083471EB4BC808A34F,techmc.2242120,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-04 16:23:46,2024-05-04 16:26:41,2024-05-04 16:26:41,2024-05-17 19:38:15,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-17 19:38:15,8,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.2249138,2024-05-26 09:27:54,Open,ReOpenByL2,256.2583620619444
IN24052322290816151699,ACC98FE048EF906483785E0D4F4E78AD747M,techmnflex22.2069287,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Waiting for Internal Updates,2024-05-23 22:29:08,,,2024-05-23 22:29:22,,,,,,,cx,Outbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-23 22:29:22,2,2,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.987502,2024-05-27 12:51:00,Solved,Solved,86.36444444444444
